Candidate,CAND_ID,District,Party,State,Emily Endorsed?,Partisan Lean,TTL_RECEIPTS,TRANS_FROM_AUTH,CAND_CONTRIB,TTL_INDIV_CONTRIB,OTHER_POL_CMTE_CONTRIB,Primary %,Biden Endorsed?,Warren Endorsed? ,Sanders Endorsed?,Our Revolution Endorsed?,Justice Dems Endorsed?,PCCC Endorsed?,Indivisible Endorsed?,WFP Endorsed?,VoteVets Endorsed?,No Labels Support?,Party Support?,Trump Endorsed?,Bannon Endorsed?,Great America Endorsed?,NRA Endorsed?,Right to Life Endorsed?,Susan B. Anthony Endorsed?,Club for Growth Endorsed?,Koch Support?,House Freedom Support?,Tea Party Endorsed?,Main Street Endorsed?,Chamber Endorsed?,Race Type,CAND_ICI,Num_Unique_Contributions
George Scott,H8PA04090,U.S. House Pennsylvania District 10,D,PA,0.0,-10.86,2219555.91,0.0,1225.0,1913882.86,271193.08,36.330002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,154
Judy Herschel,H8PA10170,U.S. House Pennsylvania District 12,D,PA,0.0,-36.009997999999996,146760.53,0.0,5758.85,140911.7,0.0,49.610001000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,148
Eric Ding,H8PA10204,U.S. House Pennsylvania District 10,D,PA,0.0,-10.86,306032.78,0.0,1831.03,208590.72,20750.0,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,192
Alan Howe,H8PA11053,U.S. House Pennsylvania District 10,D,PA,0.0,-10.86,30034.41,0.0,9730.96,20303.45,0.0,10.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,18
Jessica King,H8PA16078,U.S. House Pennsylvania District 11,D,PA,0.0,-27.51,1947624.76,26171.4,1000.0,1844330.57,69311.09,100.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,471
Marc Friedenberg,H8PA05204,U.S. House Pennsylvania District 12,D,PA,0.0,-36.009997999999996,156485.31,0.0,427.5,152590.6,2945.29,50.389998999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,4
Brent Ottaway,H8PA13133,U.S. House Pennsylvania District 13,D,PA,0.0,-45.43,34922.29,0.0,3200.0,26870.68,1750.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,3
John Eichelberger,H8PA09024,U.S. House Pennsylvania District 13,R,PA,-1.0,-45.43,195405.06,0.0,100.0,134548.56,10500.0,19.77,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,Regular,C,108
Stephen Bloom,H8PA11061,U.S. House Pennsylvania District 13,R,PA,-1.0,-45.43,349627.49,0.0,0.0,322484.45,24742.0,18.16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,Regular,O,276
John Joyce,H8PA13125,U.S. House Pennsylvania District 13,R,PA,-1.0,-45.43,1522103.44,309.93,0.0,218203.0,391177.51,22.02,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,Regular,C,107
Bibiana Boerio,H8PA14065,U.S. House Pennsylvania District 14,D,PA,0.0,-28.709999,690533.84,0.0,188820.98,241101.3,29750.0,43.200001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,33
Robert Solomon,H8PA18157,U.S. House Pennsylvania District 14,D,PA,0.0,-28.709999,285769.74,0.0,0.0,33766.85,0.0,19.040001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,45
Guy Reschenthaler,H8PA18199,U.S. House Pennsylvania District 14,R,PA,-1.0,-28.709999,1090673.35,182.3,0.0,560442.77,501490.0,55.19,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,Regular,O,143
Rick Saccone,H8PA18231,U.S. House Pennsylvania District 14,R,PA,-1.0,-28.709999,2040980.87,169955.53,0.0,1335750.1,452334.56,44.81,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,Regular,O,158
Susan Boser,H8PA09065,U.S. House Pennsylvania District 15,D,PA,0.0,-41.73,144712.13,0.0,3518.09,107643.34,5103.93,74.559998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,11
Susan Wild,H8PA15229,U.S. House Pennsylvania District 7,D,PA,1.0,0.07,3320188.01,518261.92,297.51,2216364.61,535757.82,33.450001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,360
Ronald DiNicola,H4PA21069,U.S. House Pennsylvania District 16,D,PA,0.0,-18.73,1757650.35,82169.34,815.03,1234235.15,242160.25,59.970001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,139
Chris Rieger,H8PA03126,U.S. House Pennsylvania District 16,D,PA,0.0,-18.73,28536.85,0.0,0.0,23536.85,5000.0,24.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,15
Robert Multari,H8PA16086,U.S. House Pennsylvania District 16,D,PA,0.0,-18.73,46790.0,0.0,0.0,11690.0,0.0,15.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,9
Joe Cunningham,H8SC01116,U.S. House South Carolina District 1,D,SC,0.0,-16.879998999999998,2468862.54,0.0,0.0,2433342.96,33000.0,71.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,658
Toby Smith,H8SC01132,U.S. House South Carolina District 1,D,SC,0.0,-16.879998999999998,15550.0,0.0,1136.0,14414.0,0.0,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,11
Sean Carrigan,H8SC02106,U.S. House South Carolina District 2,D,SC,0.0,-20.73,151953.41,0.0,0.0,123706.33,5747.08,39.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,14
Annabelle Robertson,H8SC02114,U.S. House South Carolina District 2,D,SC,0.0,-20.73,51246.43,0.0,0.0,51246.43,0.0,41.810001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,38
Mary Geren,H8SC03070,U.S. House South Carolina District 3,D,SC,0.0,-38.68,306278.41,0.0,0.0,274964.16,30814.25,69.730003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,142
Doris Lee Turner,H8SC04227,U.S. House South Carolina District 4,D,SC,0.0,-28.309998999999998,30932.86,0.0,0.0,30932.86,0.0,29.459999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,11
Will Morin III,H8SC04235,U.S. House South Carolina District 4,D,SC,0.0,-28.309998999999998,40407.86,0.0,1500.0,37907.86,1000.0,9.130000099999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,32
Eric Graben,H8SC04359,U.S. House South Carolina District 4,D,SC,0.0,-28.309998999999998,106171.27,0.0,2700.0,96671.27,0.0,25.719998999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,76
William Timmons,H8SC04250,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,1827157.42,0.0,0.0,401473.04,272950.0,19.21,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,196
Mark Burns,H8SC04284,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,136405.05,0.0,0.0,130405.05,6000.0,2.48,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,76
Barry Bell,H8SC04292,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,5620.41,0.0,0.0,2620.41,0.0,0.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,1
Josh Kimbrell,H8SC04318,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,384666.0,0.0,4050.0,327616.0,0.0,11.13,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,139
Shannon Pierce,H8SC04326,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,92477.7,0.0,25.0,81930.0,5000.0,3.64,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,66
Justin David Sanders,H8SC04367,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,4100.0,0.0,4000.0,100.0,0.0,0.53,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,1
Stephen Brown,H8SC04375,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,204799.35,0.0,0.0,40580.0,0.0,7.57,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,38
John Marshall Mosser,H8SC04383,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,24875.0,0.0,4000.0,20875.0,0.0,0.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,15
Claude Schmid,H8SC04417,U.S. House South Carolina District 4,R,SC,-1.0,-28.309998999999998,43084.98,0.0,0.0,11384.98,0.0,2.11,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,Regular,O,8
Archie Parnell,H8SC05174,U.S. House South Carolina District 5,D,SC,0.0,-19.280001000000002,2039416.09,0.0,200000.0,1334313.02,83387.5,59.959998999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,446
Bruce Fischer,H8SC07048,U.S. House South Carolina District 7,D,SC,0.0,-19.23,43903.02,0.0,1118.02,2520.0,0.0,11.22,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,2
Robert Williams,H8SC07063,U.S. House South Carolina District 7,D,SC,0.0,-19.23,26214.29,0.0,125.0,25559.11,500.0,41.299999,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,15
Timothy Bjorkman,H8SD01097,U.S. House South Dakota At-large District,D,SD,0.0,-29.379998999999998,875434.85,0.0,83427.04,717434.92,17997.55,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,306
Neal Tapio,H8SD00024,U.S. House South Dakota At-large District,R,SD,-1.0,-29.379998999999998,182010.0,0.0,0.0,21985.0,0.0,23.87,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,-1,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,Regular,O,25
Shantel Krebs,H8SD01063,U.S. House South Dakota At-large District,R,SD,-1.0,-29.379998999999998,685166.15,0.0,1686.69,650337.79,32850.0,29.34,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,0.0,Regular,O,585
Martin Olsen,H8TN01079,U.S. House Tennessee District 1,D,TN,0.0,-57.029999,163457.48,0.0,26256.3,133886.22,2850.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,63
Joshua Williams,H8TN02101,U.S. House Tennessee District 2,D,TN,0.0,-38.18,126520.49,0.0,1238.99,123553.69,0.0,23.08,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,111
Renee Hoyos,H8TN02176,U.S. House Tennessee District 2,D,TN,0.0,-38.18,351595.19,0.0,6334.61,338040.55,989.78,72.410004,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,135
Tim Burchett,H8TN02119,U.S. House Tennessee District 2,R,TN,-1.0,-38.18,1094057.68,0.0,0.0,983817.43,108825.0,48.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,Regular,O,576
Vito Sagliano,H8TN02168,U.S. House Tennessee District 2,R,TN,-1.0,-38.18,12342.35,0.0,9247.6,3094.75,0.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,Regular,O,1
Jason Emert,H8TN02200,U.S. House Tennessee District 2,R,TN,-1.0,-38.18,487156.68,0.0,65334.88,93675.44,5250.0,2.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,Regular,O,97
Ashley Nickloes,H8TN02218,U.S. House Tennessee District 2,R,TN,-1.0,-38.18,243854.67,9646.31,0.0,148255.0,85937.5,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,Regular,O,88
Hank Hamblin,H8TN02242,U.S. House Tennessee District 2,R,TN,-1.0,-38.18,10945.94,0.0,0.0,4695.94,0.0,0.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,Regular,O,4
Danielle Mitchell,H8TN03208,U.S. House Tennessee District 3,D,TN,0.0,-35.98,293347.43,0.0,11046.77,270138.86,10200.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,172
Mariah Phillips,H8TN04099,U.S. House Tennessee District 4,D,TN,0.0,-41.48,586593.59,0.0,14669.67,544632.17,26699.85,47.509997999999996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,317
Christopher Hale,H8TN04107,U.S. House Tennessee District 4,D,TN,0.0,-41.48,50686.47,0.0,21835.79,28850.68,0.0,34.720001,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,1
Dawn Barlow,H8TN06128,U.S. House Tennessee District 6,D,TN,0.0,-49.110001000000004,44570.15,0.0,6200.0,20040.32,1142.95,54.509997999999996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,10
Merrilee Wineinger,H8TN06144,U.S. House Tennessee District 6,D,TN,0.0,-49.110001000000004,47006.71,0.0,24943.71,22063.0,0.0,22.059998999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,19
Peter Heffernan,H8TN06177,U.S. House Tennessee District 6,D,TN,0.0,-49.110001000000004,30899.63,0.0,1849.63,9050.0,0.0,8.369999900000002,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,6
Judd Matheny,H8TN06086,U.S. House Tennessee District 6,R,TN,-1.0,-49.110001000000004,276131.91,0.0,0.0,257076.09,19000.0,15.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Regular,O,167
John Rose,H8TN06094,U.S. House Tennessee District 6,R,TN,-1.0,-49.110001000000004,5241823.34,0.0,0.0,765115.88,194500.0,41.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,Regular,O,403
"LaVern ""U-Turn LaVern"" Vivio",H8TN06151,U.S. House Tennessee District 6,R,TN,-1.0,-49.110001000000004,28214.83,0.0,0.0,28214.83,0.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,Regular,O,29
Justin Kanew,H8TN07068,U.S. House Tennessee District 7,D,TN,0.0,-40.209998999999996,494481.5,0.0,3400.0,490046.51,0.0,62.110001000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,287
Matt Reel,H8TN07100,U.S. House Tennessee District 7,D,TN,0.0,-40.209998999999996,196825.78,0.0,2700.0,161050.78,9500.0,37.889998999999996,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,166
Mark Green,H8TN07076,U.S. House Tennessee District 7,R,TN,-1.0,-40.209998999999996,2461275.21,49450.0,120025.0,1265391.11,218309.1,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,Regular,O,576
John Boatner Jr.,H8TN08108,U.S. House Tennessee District 8,D,TN,0.0,-37.560001,43421.45,0.0,1074.92,42313.63,0.0,49.580002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,41
Charlotte Bergmann,H8TN09114,U.S. House Tennessee District 9,R,TN,-1.0,-27.139999,74193.31,0.0,0.0,71541.75,1000.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Regular,C,39
Brent Beal,H8TX01044,U.S. House Texas District 1,D,TX,0.0,-48.73,76235.51,0.0,1388.14,64676.85,0.0,38.959998999999996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,C,52
Todd Litton,H8TX02067,U.S. House Texas District 2,D,TX,0.0,-16.33,1536148.54,16599.52,7787.09,1419001.54,87907.39,52.810001,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,515
Ali Khorasani,H8TX02083,U.S. House Texas District 2,D,TX,0.0,-16.33,12829.87,0.0,2528.64,6084.73,0.0,7.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,6
Jimmy Darnell Jones,H8TX02091,U.S. House Texas District 2,D,TX,0.0,-16.33,19035.37,0.0,0.0,19035.37,0.0,22.08,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,16
Silky Malik,H8TX02158,U.S. House Texas District 2,D,TX,0.0,-16.33,19431.18,0.0,11113.18,4318.0,0.0,9.6999998,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,5
H. P. Parvizian,H8TX02174,U.S. House Texas District 2,D,TX,0.0,-16.33,112582.61,0.0,0.0,58520.0,0.0,7.9099998,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,Regular,O,53
Malcolm Whittaker,H8TX02109,U.S. House Texas District 2,R,TX,-1.0,-16.33,11332.39,0.0,222.39,11110.0,0.0,0.7,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,O,12
Kevin Roberts,H8TX02117,U.S. House Texas District 2,R,TX,-1.0,-16.33,1086643.11,0.0,3125.0,602596.26,87835.25,33.03,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,O,223
Rick Walker,H8TX02125,U.S. House Texas District 2,R,TX,-1.0,-16.33,602161.61,0.0,0.0,105575.17,0.0,7.18,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,O,49
Kathaleen Wall,H8TX02141,U.S. House Texas District 2,R,TX,-1.0,-16.33,6213448.49,0.0,6169732.49,38716.0,5000.0,27.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,Regular,O,41
